Helység.megnevezése;IRSZ;Településrész;Helység.KSH.kódja;Helység.jogállása;Vármegye.megnevezése;Járás.kódja;Járás.neve;Járás.székhelye;Polgármesteri.hivatal..közös.önkormányzati.hivatal.kódja;Polgármesteri.hivatal..közös.önkormányzati.hivatal.székhelye;Terület...hektár.;Lakó.népesség;Lakások.száma;Becsült.terület.adatokkal;NemzetisegiOnkormanyzat_bolgár;NemzetisegiOnkormanyzat_görög;NemzetisegiOnkormanyzat_horvát;NemzetisegiOnkormanyzat_lengyel;NemzetisegiOnkormanyzat_német;NemzetisegiOnkormanyzat_örmény;NemzetisegiOnkormanyzat_roma;NemzetisegiOnkormanyzat_román;NemzetisegiOnkormanyzat_ruszin;NemzetisegiOnkormanyzat_szerb;NemzetisegiOnkormanyzat_szlovák;NemzetisegiOnkormanyzat_szlovén;NemzetisegiOnkormanyzat_ukrán
Szalafő;9942;;10223;község;Vas;177 0;Körmendi;Körmend;5;Őriszentpéter;2737;211;154;;;;;;;;;;;;;;
Szalánta;7811;;22257;község;Baranya;028 0;Pécsi;Pécs;2;[Helyben];1708;1190;421;;;;1;;;;1;;;;;;
Szalapa;8341;;20543;község;Zala;198 0;Zalaszentgróti;Zalaszentgrót;5;Óhíd;452;155;93;;;;;;;;;;;;;;
Szalaszend;3863;;31015;község;Borsod-Abaúj-Zemplén;056 0;Encsi;Encs;2;[Helyben];1822;1027;366;;;;;;;;1;;;;;;
Szalatnak;7334;;09007;község;Baranya;026 0;Komlói;Komló;5;Egyházaskozár;1028;293;169;;;;;;1;;1;;;;;;
Szálka;7121;;14711;község;Tolna;173 0;Szekszárdi;Szekszárd;5;Szekszárd;1708;581;258;;;;;;1;;;;;;;;
Szalkszentmárton;6086;;19947;község;Bács-Kiskun;043 0;Kunszentmiklósi;Kunszentmiklós;1;–;8208;2825;1314;;;;;;;;;;;;;;
Szalmatercs;3163;;19798;község;Nógrád;121 0;Szécsényi;Szécsény;5;Endrefalva;758;457;187;;;;;;;;1;;;;;;
Szalonna;3754;;16753;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;2;[Helyben];2008;965;404;;;;;;;;1;;;;;;
Szamosangyalos;4767;;18005;község;Szabolcs-Szatmár-Bereg;149 0;Csengeri;Csenger;5;Csenger;804;489;187;;;;;;;;1;;;;;;
Szamosbecs;4745;;22017;község;Szabolcs-Szatmár-Bereg;149 0;Csengeri;Csenger;5;Csenger;671;316;166;;;;;;;;;;;;;;
Szamoskér;4721;;16300;község;Szabolcs-Szatmár-Bereg;154 0;Mátészalkai;Mátészalka;5;Szamosszeg;971;385;183;;;;;;;;;;;;;;
Szamossályi;4735;;10436;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;5;Nagyszekeres;1158;596;316;;;;;;;;;;;;;;
Szamostatárfalva;4746;;30085;község;Szabolcs-Szatmár-Bereg;149 0;Csengeri;Csenger;5;Csenger;450;293;124;;;;;;;;;;;;;;
Szamosújlak;4734;;31273;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;5;Tunyogmatolcs;527;344;188;;;;;;;;;;;;;;
Szamosszeg;4824;;13046;község;Szabolcs-Szatmár-Bereg;154 0;Mátészalkai;Mátészalka;2;[Helyben];3530;1653;725;;;;;;;;1;;;;;;
Szanda;2697;;13754;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;5;Magyarnándor;2148;506;409;;;;;;;;1;;;;;;
Szank;6131;;11794;község;Bács-Kiskun;042 0;Kiskunmajsai;Kiskunmajsa;1;–;7483;2160;1130;;;;;;;;;;;;;;
Szántód;8622;;34236;község;Somogy;146 0;Siófoki;Siófok;5;Balatonföldvár;791;594;828;;;;;;;;;;;;;;
Szany;9317;;08536;nagyközség;Győr-Moson-Sopron;086 0;Csornai;Csorna;2;[Helyben];3415;2010;974;;;;;;;;1;;;;;;
Szápár;8423;;16489;község;Veszprém;192 0;Zirci;Zirc;5;Csetény;709;479;192;;;;;;;;;;;;;;
Szaporca;7843;;34032;község;Baranya;031 0;Siklósi;Siklós;5;Kovácshida;965;192;97;;;;;;;;;;;;;;
Szár;2066;;19549;község;Fejér;077 0;Bicskei;Bicske;2;[Helyben];2263;1718;620;;;;;;1;;;;;;;;
Szárász;7188;;07366;község;Baranya;026 0;Komlói;Komló;5;Egyházaskozár;598;34;31;;;;;;;;;;;;;;
Szárazd;7063;;18263;község;Tolna;174 0;Tamási;Tamási;5;Gyönk;779;201;121;;;;;;1;;;;;;;;
Szárföld;9353;;15714;község;Győr-Moson-Sopron;088 0;Kapuvári;Kapuvár;2;[Helyben];1711;1035;432;;;;;;;;;;;;;;
Szárliget;2067;;33491;község;Komárom-Esztergom;115 0;Tatabányai;Tatabánya;1;–;1456;2378;894;;;;;;;;;;;;;;
Szarvas;5540;;23870;város;Békés;052 1;Szarvasi;Szarvas;1;–;16157;14310;7750;;;;;;;;1;;;;1;;
Szarvasgede;3051;;10199;község;Nógrád;118 0;Pásztói;Pásztó;5;Palotás;999;396;207;;;;;;;;;;;;;;
Szarvaskend;9913;;17729;község;Vas;177 0;Körmendi;Körmend;5;Molnaszecsőd;1034;213;120;;;;;;;;;;;;;;
Szarvaskő;3323;;03382;község;Heves;104 0;Egri;Eger;5;Egerbakta;1259;311;198;;;;;;;;;;;;;;
Szászberek;5053;;05777;község;Jász-Nagykun-Szolnok;167 0;Szolnoki;Szolnok;5;Besenyszög;3922;888;414;;;;;;;;;;;;;;
Szászfa;3821;;08147;község;Borsod-Abaúj-Zemplén;067 0;Szikszói;Szikszó;5;Selyeb;1213;95;82;;;;;;;;;;;;;;
Szászvár;7349;;33765;nagyközség;Baranya;026 0;Komlói;Komló;2;[Helyben];2117;2145;1033;;;;;;1;;1;;;;;;
Szatmárcseke;4945;;31237;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;2;[Helyben];3630;1472;584;;;;;;;;1;;;;;;
Szátok;2656;;15325;község;Nógrád;119 0;Rétsági;Rétság;5;Kétbodony;895;568;167;;;;;;;;1;;;;;;
Szatta;9938;;02440;község;Vas;177 0;Körmendi;Körmend;5;Őriszentpéter;601;62;45;;;;;;;;;;;;;;
Szatymaz;6763;;12007;község;Csongrád-Csanád;075 0;Szegedi;Szeged;1;–;5372;4957;2526;;;;;;;;1;;;;;;
Szava;7813;;31060;község;Baranya;031 0;Siklósi;Siklós;5;Nagyharsány;1264;331;128;;;;;;1;;1;;;;;;
Százhalombatta;2440;;17312;város;Pest;127 0;Érdi;Érd;1;–;2806;18115;7841;;;;;;;;;1;;1;;;
Szebény;7725;;03018;község;Baranya;027 0;Mohácsi;Mohács;5;Palotabozsok;1437;288;163;;;;;;1;;;;;;;;
Szécsénke;2692;;23047;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;5;Galgaguta;978;191;127;;;;;;;;;;;;;;
Szécsény;3170;;06628;város;Nógrád;121 1;Szécsényi;Szécsény;2;[Helyben];4567;5138;2476;;;;;;;;1;;;;;;
Szécsényfelfalu;3135;;33011;község;Nógrád;121 0;Szécsényi;Szécsény;5;Endrefalva;822;393;219;;;;;;;;1;;;;;;
Szécsisziget;8879;;11554;község;Zala;194 0;Lenti;Lenti;5;Lovászi;620;188;105;;;;;;;;;;;;;;
Szederkény;7751;;05607;község;Baranya;024 0;Bólyi;Bóly;2;[Helyben];1433;1650;682;;;;1;;1;;;;;;;;
Szedres;7056;;16814;község;Tolna;173 0;Szekszárdi;Szekszárd;1;–;4631;1934;783;;;;;;;;1;;;;;;
Szeged;6728;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6726;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6700;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6753;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6727;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6724;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6791;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6729;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6722;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6723;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6710;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6725;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6757;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6720;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6771;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szeged;6721;;33367;megyeszékhely, megyei jogú város;Csongrád-Csanád;075 1;Szegedi;Szeged;1;–;28100;157282;88894;;1;1;;1;1;1;1;1;1;1;1;;1
Szegerdő;8732;;18607;község;Somogy;144 0;Marcali;Marcali;5;Balatonszentgyörgy;546;207;93;;;;;;;;;;;;;;
Szeghalom;5520;;21883;város;Békés;053 1;Szeghalmi;Szeghalom;1;–;21713;7788;3887;;;;;;;;;;;;;;
Szegi;3918;;33817;község;Borsod-Abaúj-Zemplén;069 0;Tokaji;Tokaj;5;Bodrogkeresztúr;905;310;146;;;;;;;;;;;;;;
Szegilong;3918;;31510;község;Borsod-Abaúj-Zemplén;069 0;Tokaji;Tokaj;5;Bodrogkeresztúr;694;198;120;;;;;;;;;;;;;;
Szegvár;6635;;32489;nagyközség;Csongrád-Csanád;076 0;Szentesi;Szentes;1;–;8622;3939;2095;;;;;;;;1;;;;;;
Székely;4534;;31088;község;Szabolcs-Szatmár-Bereg;152 0;Kemecsei;Kemecse;5;Nyírtét;1607;1005;346;;;;;;;;1;;;;;;
Székelyszabar;7737;;16771;község;Baranya;027 0;Mohácsi;Mohács;5;Himesháza;1548;515;239;;;;;;1;;;;;;;;
Székesfehérvár;8019;Börgönd;14827;megyeszékhely, megyei jogú város;Fejér;085 1;Székesfehérvári;Székesfehérvár;1;–;17089;95241;48799;;;1;1;1;1;1;1;;;1;;;1
Székesfehérvár;8000;;14827;megyeszékhely, megyei jogú város;Fejér;085 1;Székesfehérvári;Székesfehérvár;1;–;17089;95241;48799;;;1;1;1;1;1;1;;;1;;;1
Székkutas;6821;;12265;község;Csongrád-Csanád;071 0;Hódmezővásárhelyi;Hódmezővásárhely;1;–;12561;1868;942;;;;;;;;;;;;;;
Szekszárd;7100;;22761;megyeszékhely, megyei jogú város;Tolna;173 1;Szekszárdi;Szekszárd;2;[Helyben];9628;29337;15984;;;;;;1;;1;;;;;;
Szeleste;9622;;33172;község;Vas;179 0;Sárvári;Sárvár;5;Bő;2075;634;279;;;;;;;;;;;;;;
Szelevény;5476;;20428;község;Jász-Nagykun-Szolnok;165 0;Kunszentmártoni;Kunszentmárton;5;Tiszasas;4539;909;593;;;;;;;;;;;;;;
Szellő;7661;;16984;község;Baranya;029 0;Pécsváradi;Pécsvárad;5;Erzsébet;596;118;68;;;;;;;;;;;;;;
Szemely;7763;;09308;község;Baranya;028 0;Pécsi;Pécs;5;Pécsudvard;947;453;192;;;;1;;;;;;;;;;
Szemenye;9685;;27997;község;Vas;182 0;Vasvári;Vasvár;5;Kám;1180;318;188;;;;;;;;;;;;;;
Szemere;3866;;09830;község;Borsod-Abaúj-Zemplén;056 0;Encsi;Encs;5;Szalaszend;2630;402;140;;;;;;;;1;;;;;;
Szendehely;2640;;04507;község;Nógrád;119 0;Rétsági;Rétság;2;[Helyben];1004;1621;671;;;;;;1;;1;;;;;;
Szendrő;3752;;08077;város;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;2;[Helyben];5356;3921;1385;;;;;;;;1;;;;;;
Szendrőlád;3751;;27456;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;2;[Helyben];1770;2275;434;;;;;;;;1;;;;;;
Szenna;7477;;15103;község;Somogy;143 0;Kaposvári;Kaposvár;5;Simonfa;2698;752;284;;;;;;;;1;;;;;;
Szenta;8849;;11509;község;Somogy;141 0;Csurgói;Csurgó;5;Csurgó;6447;320;153;;;;;;;;1;;;;;;
Szentantalfa;8272;;03568;község;Veszprém;185 0;Balatonfüredi;Balatonfüred;5;Zánka;663;520;181;;;;;;1;;;;;;;;
Szentbalázs;7472;;25706;község;Somogy;143 0;Kaposvári;Kaposvár;5;Baté;1214;329;113;;;;;;;;;;;;;;
Szentbékkálla;8281;;07092;község;Veszprém;189 0;Tapolcai;Tapolca;5;Kővágóörs;1070;183;123;;;;;;;;;;;;;;
Szentborbás;7918;;32841;község;Somogy;140 0;Barcsi;Barcs;5;Darány;747;103;63;;;;1;;;;1;;;;;;
Szentdénes;7913;;32009;község;Baranya;032 0;Szentlőrinci;Szentlőrinc;5;Királyegyháza;1215;303;134;;;;;;;;1;;;;;;
Szentdomonkos;3259;;13231;község;Heves;109 0;Pétervásárai;Pétervására;5;Tarnalelesz;1840;464;208;;;;;;;;1;;;;;;
Szente;2655;;09043;község;Nógrád;119 0;Rétsági;Rétság;5;Kétbodony;753;285;161;;;;;;;;;;;;;;
Szentegát;7915;;33613;község;Baranya;033 0;Szigetvári;Szigetvár;5;Dencsháza;2778;320;148;;;;;;;;1;;;;;;
Szentendre;2000;;15440;város;Pest;135 1;Szentendrei;Szentendre;2;[Helyben];4382;28483;11688;;1;1;1;1;;;1;1;;1;;;1
Szentes;6600;;14456;város;Csongrád-Csanád;076 1;Szentesi;Szentes;2;[Helyben];35325;24482;12505;;;;;;;;1;;;;;;
Szentgál;8444;;07922;község;Veszprém;191 0;Veszprémi;Veszprém;1;–;9502;2616;1006;;;;;;;;1;;;;;;
Szentgáloskér;7465;;12973;község;Somogy;143 0;Kaposvári;Kaposvár;5;Gölle;2725;466;236;;;;;;;;;;;;;;
Szentgotthárd;9981;Farkasfa;31583;város;Vas;180 1;Szentgotthárdi;Szentgotthárd;2;[Helyben];6773;8064;3520;;;;;;1;;1;;;;;1;
Szentgotthárd;9970;;31583;város;Vas;180 1;Szentgotthárdi;Szentgotthárd;2;[Helyben];6773;8064;3520;;;;;;1;;1;;;;;1;
Szentgotthárd;9955;Rábafüzes;31583;város;Vas;180 1;Szentgotthárdi;Szentgotthárd;2;[Helyben];6773;8064;3520;;;;;;1;;1;;;;;1;
Szentgyörgyvár;8393;;23126;község;Zala;193 0;Keszthelyi;Keszthely;5;Sármellék;1165;371;180;;;;;;;;;;;;;;
Szentgyörgyvölgy;8975;;18652;község;Zala;194 0;Lenti;Lenti;5;Csesztreg;2958;360;211;;;;;;;;;;;;;;
Szentimrefalva;8475;;10065;község;Veszprém;188 0;Sümegi;Sümeg;5;Csabrendek;1087;169;95;;;;;;;;;;;;;;
Szentistván;3418;;22169;nagyközség;Borsod-Abaúj-Zemplén;060 0;Mezőkövesdi;Mezőkövesd;2;[Helyben];5107;2355;1112;;;;;;;;1;;;;;;
Szentistvánbaksa;3844;;08484;község;Borsod-Abaúj-Zemplén;067 0;Szikszói;Szikszó;5;Szikszó;656;233;129;;;;;;;;;;;;;;
Szentjakabfa;8272;;11545;község;Veszprém;185 0;Balatonfüredi;Balatonfüred;5;Zánka;576;110;51;;;;;;1;;;;;;;;
Szentkatalin;7681;;09803;község;Baranya;032 0;Szentlőrinci;Szentlőrinc;5;Szentlőrinc;1331;97;66;;;;;;;;;;;;;;
Szentkirály;6031;;21120;község;Bács-Kiskun;044 0;Tiszakécskei;Tiszakécske;2;[Helyben];10189;1877;918;;;;;;;;;;;;;;
Szentkirályszabadja;8225;;16267;község;Veszprém;191 0;Veszprémi;Veszprém;1;–;2238;2022;729;;;;;;;;1;;;;;;
Szentkozmadombja;8947;;03124;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Bak;508;82;66;;;;;;;;;;;;;;
Szentlászló;7936;;16355;község;Baranya;033 0;Szigetvári;Szigetvár;2;[Helyben];1406;730;285;;;;;;1;;;;;;;;
Szentliszló;8893;;08615;község;Zala;195 0;Letenyei;Letenye;5;Bánokszentgyörgy;689;259;130;;;;;;;;;;;;;;
Szentlőrinc;7940;;15866;város;Baranya;032 1;Szentlőrinci;Szentlőrinc;2;[Helyben];2781;5899;2548;;;;1;;1;;1;;;;;;
Szentlőrinckáta;2255;;07542;község;Pest;131 0;Nagykátai;Nagykáta;5;Szentmártonkáta;2015;1875;834;;;;;;;;;;;;;;
Szentmargitfalva;8872;;14225;község;Zala;195 0;Letenyei;Letenye;5;Bázakerettye;312;78;65;;;;;;;;;;;;;;
Szentmártonkáta;2254;;28653;nagyközség;Pest;131 0;Nagykátai;Nagykáta;2;[Helyben];5218;4947;2001;;;;;;;;1;;;;;;
Szentpéterfa;9799;;21254;község;Vas;181 0;Szombathelyi;Szombathely;5;Pornóapáti;3124;950;385;;;;1;;;;;;;;;;
Szentpéterfölde;8953;;30067;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Bak;1199;107;79;;;;;;;;;;;;;;
Szentpéterszeg;4121;;19099;község;Hajdú-Bihar;094 0;Berettyóújfalui;Berettyóújfalu;5;Hencida;2551;967;471;;;;;;;;;;;;;;
Szentpéterúr;8762;;11165;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Nagypáli;1596;926;408;;;;;;;;1;;;;;;
Szenyér;8717;;30146;község;Somogy;144 0;Marcali;Marcali;5;Böhönye;2019;284;135;;;;;;;;1;;;;;;
Szepetnek;8861;;07700;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Újudvar;3039;1435;547;;;;1;;1;;1;;;;;;
Szerecseny;9125;;03887;község;Győr-Moson-Sopron;092 0;Téti;Tét;5;Gyömöre;1238;834;367;;;;;;;;;;;;;;
Szeremle;6512;;28820;község;Bács-Kiskun;035 0;Bajai;Baja;2;[Helyben];3406;1225;610;;;;;;;;1;;;;;;
Szerencs;3900;;30739;város;Borsod-Abaúj-Zemplén;066 1;Szerencsi;Szerencs;1;–;3668;8300;3777;;;;;;1;;1;;;;;;
Szerencs;3902;Ond;30739;város;Borsod-Abaúj-Zemplén;066 1;Szerencsi;Szerencs;1;–;3668;8300;3777;;;;;;1;;1;;;;;;
Szerep;4162;Hosszúhát;33437;község;Hajdú-Bihar;102 0;Püspökladányi;Püspökladány;5;Püspökladány;5604;1437;504;;;;;;;;1;;;;;;
Szerep;4163;;33437;község;Hajdú-Bihar;102 0;Püspökladányi;Püspökladány;5;Püspökladány;5604;1437;504;;;;;;;;1;;;;;;
Szergény;9523;;27793;község;Vas;176 0;Celldömölki;Celldömölk;5;Kenyeri;1561;252;164;;;;;;;;;;;;;;
Szigetbecse;2321;;26259;község;Pest;134 0;Ráckevei;Ráckeve;2;[Helyben];1712;1429;634;;;;;;1;;;;;;;;
Szigetcsép;2317;;07870;község;Pest;134 0;Ráckevei;Ráckeve;1;–;1820;2821;1110;;;;;;1;;;;;1;;;
Szigethalom;2315;;13277;város;Pest;136 0;Szigetszentmiklósi;Szigetszentmiklós;1;–;912;18382;6680;;;;;;;;;;;;;;
Szigetmonostor;2015;;26213;község;Pest;135 0;Szentendrei;Szentendre;1;–;2351;2991;1503;;;;;;;;;;;;;;
Szigetszentmárton;2318;;15185;község;Pest;134 0;Ráckevei;Ráckeve;1;–;1073;2659;1315;;;;;;1;;;;;;;;
Szigetszentmiklós;2310;;28954;város;Pest;136 1;Szigetszentmiklósi;Szigetszentmiklós;1;–;4565;40132;16694;;1;1;;;1;;1;1;1;;;;1
Szigetújfalu;2319;;22114;község;Pest;134 0;Ráckevei;Ráckeve;1;–;1083;2139;931;;;;;;1;;;;;;;;
Szigetvár;7900;;26578;város;Baranya;033 1;Szigetvári;Szigetvár;1;–;3952;9383;4919;;;;1;;1;;1;;;;;;
Szigliget;8264;;24891;község;Veszprém;189 0;Tapolcai;Tapolca;2;[Helyben];3426;849;412;;;;;;;;;;;;;;
Szihalom;3377;;11013;község;Heves;105 0;Füzesabonyi;Füzesabony;2;[Helyben];3417;2016;984;;;;;;;;;;;;;;
Szijártóháza;8969;;26161;község;Zala;194 0;Lenti;Lenti;5;Rédics;378;50;27;;;;;;;;;;;;;;
Szikszó;3800;;21351;város;Borsod-Abaúj-Zemplén;067 1;Szikszói;Szikszó;2;[Helyben];3623;5415;2116;;;;;;;;1;;1;;;;
Szil;9326;;19266;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;2;[Helyben];3103;1295;601;;;;;;;;1;;;;;;
Szilágy;7664;;19831;község;Baranya;028 0;Pécsi;Pécs;5;Bogád;1155;277;134;;;;;;1;;;;;;;;
Szilaspogony;3125;;07959;község;Nógrád;120 0;Salgótarjáni;Salgótarján;5;Somoskőújfalu;1440;320;167;;;;;;;;1;;;;;;
Szilsárkány;9312;;03364;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;2;[Helyben];1670;675;318;;;;;;;;;;;;;;
Szilvágy;8986;;17853;község;Zala;194 0;Lenti;Lenti;5;Zalabaksa;2427;187;93;;;;;;;;;;;;;;
Szilvás;7811;;24712;község;Baranya;028 0;Pécsi;Pécs;5;Szalánta;604;130;57;;;;;;;;;;;;;;
Szilvásvárad;3348;;05643;község;Heves;103 0;Bélapátfalvai;Bélapátfalva;2;[Helyben];3782;1379;751;;;;;;;;;;;;;;
Szilvásszentmárton;7477;;32461;község;Somogy;143 0;Kaposvári;Kaposvár;5;Simonfa;708;172;64;;;;;;;;;;;;;;
Szin;3761;;20871;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Bódvaszilas;1810;753;241;;;;;;;;1;;;;;;
Szinpetri;3761;;11493;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Bódvaszilas;971;189;99;;;;;;;;;;;;;;
Szirák;3044;;21634;község;Nógrád;118 0;Pásztói;Pásztó;5;Vanyarc;1909;1093;427;;;;;;;;1;;;;;;
Szirmabesenyő;3711;;09496;nagyközség;Borsod-Abaúj-Zemplén;061 0;Miskolci;Miskolc;1;–;1575;4331;1663;;;;;;;;;;;;;;
Szob;2628;;24916;város;Pest;137 1;Szobi;Szob;1;–;1797;2488;1101;;;;;;;;;;;;;;
Szokolya;2624;;06947;község;Pest;137 0;Szobi;Szob;5;Kismaros;5905;1919;790;;;;;;;;;;;;;;
Szólád;8625;;15194;község;Somogy;146 0;Siófoki;Siófok;5;Balatonföldvár;1998;516;297;;;;;;;;;;;;;;
Szolnok;5008;Szandaszőlős;27854;megyeszékhely, megyei jogú város;Jász-Nagykun-Szolnok;167 1;Szolnoki;Szolnok;1;–;18724;65564;36006;;;1;;1;;;1;;;;;;1
Szolnok;5000;;27854;megyeszékhely, megyei jogú város;Jász-Nagykun-Szolnok;167 1;Szolnoki;Szolnok;1;–;18724;65564;36006;;;1;;1;;;1;;;;;;1
Szombathely;9700;;03009;megyeszékhely, megyei jogú város;Vas;181 1;Szombathelyi;Szombathely;1;–;9870;76918;36687;;;;1;;1;;1;;;;;1;
Szombathely;9707;Herény;03009;megyeszékhely, megyei jogú város;Vas;181 1;Szombathelyi;Szombathely;1;–;9870;76918;36687;;;;1;;1;;1;;;;;1;
Szomód;2896;;22619;község;Komárom-Esztergom;114 0;Tatai;Tata;1;–;2834;2347;902;;;;;;1;;;;;;;;
Szomolya;3411;;18892;község;Borsod-Abaúj-Zemplén;060 0;Mezőkövesdi;Mezőkövesd;2;[Helyben];2269;1469;706;;;;;;;;;;;;;;
Szomor;2822;;21421;község;Komárom-Esztergom;115 0;Tatabányai;Tatabánya;5;Gyermely;1319;1092;407;;;;;;1;;;;;;;;
Szorgalmatos;4441;;34388;község;Szabolcs-Szatmár-Bereg;158 0;Tiszavasvári;Tiszavasvári;5;Tiszalök;844;719;333;;;;;;;;;;;;;;
Szorosad;7285;;05193;község;Somogy;147 0;Tabi;Tab;5;Törökkoppány;648;92;54;;;;;;;;;;;;;;
Szőc;8452;;16692;község;Veszprém;183 0;Ajkai;Ajka;5;Nyirád;754;457;119;;;;;;;;;;;;;;
Szőce;9935;;19521;község;Vas;177 0;Körmendi;Körmend;5;Nádasd;1871;333;219;;;;;;;;;;;;;;
Sződ;2134;;12690;község;Pest;138 0;Váci;Vác;1;–;1354;3473;1122;;;;;;;;;;;;;;
Sződliget;2133;;28866;nagyközség;Pest;138 0;Váci;Vác;2;[Helyben];731;4915;1715;;;;;;;;;;;;;;
Szögliget;3762;;16179;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Perkupa;3474;516;391;;;;;;;;;;;;;;
Szőke;7833;;22211;község;Baranya;028 0;Pécsi;Pécs;5;Regenye;648;120;52;;;;;;;;1;;;;;;
Szőkéd;7763;;07694;község;Baranya;028 0;Pécsi;Pécs;5;Pécsudvard;958;351;139;;;;1;;;;1;;;;;;
Szőkedencs;8736;;05810;község;Somogy;144 0;Marcali;Marcali;5;Balatonszentgyörgy;1869;280;189;;;;;;;;;;;;;;
Szőlősardó;3757;;07889;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Perkupa;1066;101;87;;;;;;;;;;;;;;
Szőlősgyörök;8692;;11101;község;Somogy;142 0;Fonyódi;Fonyód;5;Buzsák;1863;1205;607;;;;;;;;;;;;;;
Szörény;7976;;05528;község;Baranya;033 0;Szigetvári;Szigetvár;5;Kétújfalu;441;80;33;;;;;;;;;;;;;;
Szúcs;3341;;13523;község;Heves;104 0;Egri;Eger;5;Egercsehi;849;346;164;;;;;;;;1;;;;;;
Szuha;3154;;28194;község;Nógrád;117 0;Bátonyterenyei;Bátonyterenye;5;Mátramindszent;1756;550;374;;;;;;;;;;;;1;;
Szuhafő;3726;;03160;község;Borsod-Abaúj-Zemplén;063 0;Putnoki;Putnok;5;Ragály;1605;98;81;;;;;;;;;;;;;;
Szuhakálló;3731;;11110;község;Borsod-Abaúj-Zemplén;058 0;Kazincbarcikai;Kazincbarcika;2;[Helyben];696;927;378;;;;;;;;1;;;;;;
Szuhogy;3734;;24606;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Szendrő;1700;986;435;;;;;;;;1;;;;;;
Szulimán;7932;;15404;község;Baranya;033 0;Szigetvári;Szigetvár;5;Mozsgó;1049;222;108;;;;;;;;;;;;;;
